road_id,name,highway,lanes,maxspeed,surface,oneway,bridge,tunnel,osm_id,length_m,geometry_wkt
112,,residential,,,,,,,way/27319906,227.93,"LINESTRING (80.2138286 12.9820912, 80.2138456 12.9817255, 80.2138483 12.9816848, 80.21387 12.9813007, 80.213859 12.9811603, 80.2138631 12.9808884, 80.2138585 12.9807758, 80.2138545 12.9807628, 80.2138425 12.9807451, 80.213825 12.9807373, 80.2138035 12.9807366, 80.213181 12.980692, 80.213126 12.9807085)"
113,,residential,,,,,,,way/27319907,613.44,"LINESTRING (80.2165878 12.9826623, 80.2159299 12.9825931, 80.2132334 12.9824483, 80.212877 12.9824113, 80.2125653 12.9823812, 80.2121849 12.9823292, 80.212099 12.9822656, 80.2117868 12.982194, 80.210983 12.982113)"
114,,residential,,,,,,,way/27319908,90.09,"LINESTRING (80.2138631 12.9808884, 80.2145667 12.9809486, 80.2146907 12.9809449)"
115,,residential,,,,,,,way/27319909,288.63,"LINESTRING (80.2154167 12.9809614, 80.2159569 12.9809778, 80.2180746 12.9810724)"
116,,residential,,,,,,,way/27319910,266.26,"LINESTRING (80.2153619 12.9764425, 80.2153643 12.9767775, 80.2152943 12.9773901, 80.215227 12.9777648, 80.2151511 12.9781009, 80.2150757 12.9784772, 80.2150165 12.9788194)"
117,6th Main Road,residential,,,,,,,way/27319912,227.69,"LINESTRING (80.2185631 12.9741889, 80.2171697 12.9741773, 80.2164666 12.9742305)"
118,,residential,,,,,,,way/27319913,110.45,"LINESTRING (80.2185729 12.9738228, 80.2185631 12.9741889, 80.2185705 12.9744638, 80.2185518 12.9748205)"
119,11th Main Road,residential,,,,,,,way/27319916,231.13,"LINESTRING (80.2170494 12.9718764, 80.2176075 12.9718357, 80.2180806 12.9718013, 80.219175 12.9717386)"
120,,residential,,,,,,,way/27319920,154.22,"LINESTRING (80.2180806 12.9718013, 80.2181057 12.9722677, 80.2181858 12.9726714, 80.2181852 12.9731871)"
121,13th Main Road,residential,,,,,,,way/27319921,200.16,"LINESTRING (80.218843 12.9709191, 80.217994 12.970997, 80.2175333 12.9710802, 80.2171442 12.9711482, 80.2170859 12.9711815, 80.2170421 12.9712231)"
122,,residential,,,asphalt,,,,way/27319922,89.48,"LINESTRING (80.217994 12.970997, 80.2180343 12.9713557, 80.2180806 12.9718013)"
123,VGP Selva Nagar Main Road,residential,,,,,,,way/27319923,129.28,"LINESTRING (80.2205423 12.9716815, 80.2199798 12.9717808, 80.2193682 12.9718808)"
124,Chennai Silks Parking,service,,,,,,,way/27319924,62.09,"LINESTRING (80.2188139 12.970198, 80.2193649 12.9700465)"
125,VGP Selva Nagar 1st Street,residential,,,,,,,way/27319925,196.02,"LINESTRING (80.2195067 12.9702608, 80.2195539 12.9702703, 80.2196875 12.9702817, 80.2197769 12.9702891, 80.2198786 12.971114, 80.2199798 12.9717808)"
126,VGP Selva Nagar 2nd Street,residential,,,,,,,way/27319926,74.73,"LINESTRING (80.2205423 12.9716815, 80.2205079 12.9714412, 80.2204437 12.971013)"
127,Perungudi Station Road,tertiary,,,,yes,,,way/27319930,222.7,"LINESTRING (80.2284 12.972517567640523, 80.2269419 12.9711007)"
128,Bhavathi Amman Koil Street,residential,,,,,,,way/27319933,423.43,"LINESTRING (80.2128493 12.9833068, 80.2128366 12.983775, 80.2128366 12.9837946, 80.2128431 12.9838104, 80.2128517 12.9838171, 80.2128667 12.9838211, 80.2128989 12.9838266, 80.2129244 12.9838305, 80.212941 12.9838368, 80.2129465 12.983856, 80.2129452 12.9838808, 80.212922 12.9844852, 80.2129242 12.9847857, 80.2129209 12.9848925, 80.2129224 12.9851812, 80.2129313 12.9852878, 80.2129323 12.9856616, 80.2129368 12.985754, 80.2129426 12.9860566, 80.2129803 12.9865039, 80.213009 12.9870544)"
129,,residential,,,,,,,way/27319935,163.35,"LINESTRING (80.2165533 12.9830393, 80.2151713 12.9829623, 80.2150836 12.9829628, 80.2150505 12.982969)"
130,,residential,,,,,,,way/27319949,36.21,"LINESTRING (80.2085752 12.9920818, 80.20865323439179 12.9924)"
131,,residential,,,,,,,way/27319958,176.1,"LINESTRING (80.2041202 12.990314, 80.2037566 12.9903427, 80.2032722 12.9902995, 80.2025241 12.9901123)"
132,,residential,,,,,,,way/27319959,167.56,"LINESTRING (80.2041735 12.9911421, 80.2033944 12.9911868, 80.2026335 12.9912547)"
133,,residential,,,,,,,way/27319960,330.2,"LINESTRING (80.2055741 12.9914413, 80.2049388 12.9916639, 80.2045125 12.9918345, 80.2043291 12.9919068, 80.2042017 12.9919233, 80.2035713 12.9919903, 80.2031728 12.9920683, 80.2029948 12.9921035, 80.2026415 12.9921734)"
134,4th Cross Street,residential,,,,,,,way/27319964,218.75,"LINESTRING (80.2091241 12.9851536, 80.2091043 12.9854953, 80.2090937 12.9858919, 80.2090418 12.9862476, 80.2090648 12.9866965, 80.2090506 12.9870721, 80.2090681 12.987123)"
135,,residential,,,,,,,way/27319965,246.92,"LINESTRING (80.2086941 12.9839509, 80.2079165 12.9840265, 80.2078765 12.9840319, 80.2070838 12.9841423, 80.2064368 12.9842325)"
136,,residential,,,,,,,way/27319966,239.97,"LINESTRING (80.2086685 12.9843653, 80.2079238 12.9844213, 80.2076556 12.984469, 80.2068082 12.984646, 80.2064893 12.9847126)"
137,,residential,,,,,,,way/27319967,139.17,"LINESTRING (80.2086777 12.9829656, 80.2086549 12.9834742, 80.2078917 12.9834999)"
138,,residential,,,,,,,way/27319968,89.03,"LINESTRING (80.2074906 12.9800014, 80.2075431 12.9802622, 80.2076095 12.9807972)"
139,,residential,,,,,,,way/27319969,44.99,"LINESTRING (80.2144024 12.9799048, 80.2143804 12.9794987)"
140,,residential,,,,,,,way/27319970,309.75,"LINESTRING (80.2146268 12.9795088, 80.2148831 12.9795185, 80.2156282 12.9795467, 80.2159163 12.9795588, 80.2161314 12.9795652, 80.216261 12.9795696, 80.2165937 12.9795799, 80.2168711 12.9795877, 80.2174796 12.9796167)"
141,,residential,,,,,,,way/27319972,64.06,"LINESTRING (80.2153232 12.9799251, 80.2148843 12.9798909, 80.2147341 12.9798896)"
142,,residential,,,,,,,way/27319973,312.4,"LINESTRING (80.2172795 12.9803032, 80.2163075 12.9803526, 80.2159884 12.9803167, 80.2156079 12.9802572, 80.2152311 12.9801914, 80.2144181 12.9801133)"
143,MGR Nagar 5th Main Road,residential,,,,,,,way/27319974,124.93,"LINESTRING (80.2132697 12.9801645, 80.2144188 12.9802379)"
144,4th Cross Street,residential,,,,,,,way/27319977,232.38,"LINESTRING (80.2159843 12.9818408, 80.2138456 12.9817255)"
145,,residential,,,,,,,way/27319978,392.32,"LINESTRING (80.2159642 12.9822399, 80.2138286 12.9820912, 80.2131876 12.9820315, 80.2131477 12.9820173, 80.2131236 12.9819976, 80.2131169 12.9819585, 80.2131141 12.9818737, 80.2126276 12.9818906, 80.2124841 12.9818968)"
146,,residential,,,,,,,way/27319981,210.12,"LINESTRING (80.2088124 12.9767435, 80.2081329 12.9768013, 80.2068915 12.9769798)"
147,,residential,,,,,,,way/27319982,181.71,"LINESTRING (80.2046298 12.9815938, 80.2042226 12.9816467, 80.2040478 12.9816695, 80.2040069 12.9816748, 80.2036108 12.9817263, 80.2033824 12.9817497, 80.2029673 12.9817913)"
148,,residential,,,,,,,way/27319983,232.18,"LINESTRING (80.2044389 12.9804424, 80.2034994 12.9805618, 80.2036108 12.9817263)"
149,10th Street,residential,,,,,,,way/27319984,145.4,"LINESTRING (80.2030449 12.9802073, 80.2034594 12.9801724, 80.204373 12.9800357)"
150,,residential,,,,,,,way/27319986,91.29,"LINESTRING (80.2020146 12.9793742, 80.202126 12.9797206, 80.2023213 12.980141)"
151,,residential,,,,,,,way/27319988,149.17,"LINESTRING (80.2013908 12.9798954, 80.2014524 12.9803207, 80.2014982 12.9808352, 80.2015602 12.9812329)"
152,,residential,,,,,,,way/27319989,250.07,"LINESTRING (80.2020827 12.9811832, 80.2015602 12.9812329, 80.2010954 12.9812657, 80.2005681 12.9813224, 80.2001733 12.9813785, 80.1997903 12.9814132)"
153,,residential,,,,,,,way/27319995,133.45,"LINESTRING (80.2030373 12.9824181, 80.2034251 12.982354, 80.2042508 12.9822212)"
154,,residential,,,,,,,way/27319997,93.5,"LINESTRING (80.2042508 12.9822212, 80.2042975 12.9826199, 80.204353 12.9830604)"
155,,residential,,,,,,,way/27319999,227.72,"LINESTRING (80.2000801 12.9851913, 80.2009618 12.985064, 80.2016092 12.985005, 80.2021591 12.9849144)"
156,,residential,,,,,,,way/27320005,187.59,"LINESTRING (80.2030787 12.98287, 80.2025495 12.9829607, 80.2013754 12.9831618)"
157,9th Cross Street,residential,,,,,,,way/27320008,106.99,"LINESTRING (80.20644 12.9827525, 80.2054567 12.9828264)"
158,,residential,,,,,,,way/27320009,195.55,"LINESTRING (80.2076556 12.984469, 80.2077348 12.984934, 80.2078212 12.9854249, 80.2078561 12.9862222)"
159,,residential,,,,,,,way/27320010,36.29,"LINESTRING (80.2103144 12.9824436, 80.2103144 12.9827716)"
160,Parthiban Street,residential,,,,,,,way/27320012,908.88,"LINESTRING (80.2023693 12.9785065, 80.2023468 12.9785184, 80.2023164 12.9785284, 80.2019594 12.9785934, 80.2012346 12.9787196, 80.2002176 12.9787847, 80.2001314 12.9787838, 80.199858 12.9787811, 80.19981 12.978775, 80.1995597 12.9787434, 80.1994603 12.9787336, 80.1990724 12.9787004, 80.1986986 12.978683, 80.1977971 12.978641, 80.1973482 12.9786197, 80.1969561 12.9785979, 80.196916 12.9785951, 80.1965521 12.9785696, 80.1965217 12.9785675, 80.1962351 12.9785474, 80.1958182 12.9785347, 80.1953647 12.9785189, 80.1946445 12.9785533, 80.1940542 12.9787324)"
161,,residential,,,,,,,way/27320013,918.72,"LINESTRING (80.2019078 12.9781968, 80.2019016 12.9781249, 80.2019139 12.9778642, 80.2018697 12.9778191, 80.2018214 12.977791, 80.2015462 12.9777621, 80.2012086 12.9777493, 80.2009416 12.9777315, 80.1991363 12.9776141, 80.1989348 12.9776056, 80.1982689 12.9775696, 80.1978869 12.9775489, 80.1974382 12.9774805, 80.1970052 12.9774959, 80.1968482 12.9774987, 80.1966734 12.9775157, 80.1964115 12.977541, 80.196351 12.9775442, 80.1959206 12.9775391, 80.1956401 12.9775397, 80.1946417 12.9775619, 80.1945422 12.9775861, 80.1938746 12.9776901, 80.1938413 12.9776951)"
162,,residential,,,,,,,way/27320014,319.14,"LINESTRING (80.1989345 12.9770593, 80.1973938 12.976972, 80.1969213 12.9769277, 80.1963926 12.9768863, 80.1959994 12.9768853)"
163,2nd Street,residential,,,,,,,way/27320015,276.08,"LINESTRING (80.1998688 12.9791734, 80.1995381 12.9791454, 80.1990536 12.9791407, 80.1973276 12.9790557)"
164,Drowpathi Amman Koil Street,residential,,,asphalt,,,,way/27320016,271.06,"LINESTRING (80.1997832 12.9795034, 80.1987486 12.9794544, 80.1984526 12.9794912, 80.1978443 12.9794903, 80.1975377 12.9794685, 80.1972991 12.9794004)"
165,Hindu Colony 2nd Main Road,residential,,,,,,,way/27320018,479.02,"LINESTRING (80.1974716 12.974645, 80.1979023 12.9746033, 80.1986963 12.9745238, 80.1989309 12.9745038, 80.1990768 12.9745016, 80.1991448 12.9745025, 80.1991922 12.9745304, 80.1992834 12.9745696, 80.1994443 12.9745984, 80.1998947 12.9746197, 80.2006919 12.9746271, 80.2008356 12.9746725, 80.2009378 12.9747047, 80.201697 12.9750957, 80.2017427 12.9751207)"
166,Hindu Colony 1st Main Road,residential,,,,,,,way/27320019,434.71,"LINESTRING (80.2014276 12.9754137, 80.2006345 12.9751908, 80.1998445 12.9750495, 80.1989839 12.9749677, 80.19747 12.9749463)"
167,Sengazhaniamman Koil Street,residential,,,,,,,way/27320020,476.32,"LINESTRING (80.2007059 12.971742, 80.2005929 12.9715959, 80.1964153 12.9720503)"
168,Otten Street,residential,,,,,,,way/27320021,558.67,"LINESTRING (80.2013376 12.9693534, 80.2009099 12.9693866, 80.200352 12.9694298, 80.1998414 12.9694694, 80.1994832 12.9694971, 80.1991395 12.9695207, 80.1986854 12.969552, 80.1981668 12.9695809, 80.1979362 12.9695968, 80.1962043 12.9697463)"
169,,service,,,,,,,way/27320094,133.92,"LINESTRING (80.2066688 12.9810098, 80.2066071 12.9810222, 80.2061001 12.9811138, 80.2057951 12.9812281, 80.2056896 12.9812683, 80.2056867 12.9812687, 80.2055458 12.9814257)"
170,,residential,,,,,,,way/27320095,228.91,"LINESTRING (80.2131015 12.9844982, 80.2131289 12.9839266, 80.2131584 12.9838639, 80.213196 12.9837828, 80.2132255 12.9836861, 80.213227 12.9829019, 80.2132334 12.9824483)"
171,4th street,residential,,,,,,,way/27320100,326.25,"LINESTRING (80.2048404 12.9693019, 80.2048394 12.9691515, 80.2048392 12.9691256, 80.20491 12.9687878, 80.2052204 12.9687307, 80.2054739 12.9686985, 80.2059623 12.9685907, 80.2065923 12.9684608, 80.2073358 12.9683075)"
172,8th Street,residential,,,,,,,way/27320102,160.2,"LINESTRING (80.1940149 12.9861847, 80.1946099 12.9860038, 80.1953904 12.9856646)"
173,Annai Therasa Nagar 7th Street,residential,,,,,,,way/27320103,473.12,"LINESTRING (80.2032548 12.9709276, 80.2040208 12.9708213, 80.205047 12.9707007, 80.2057224 12.9706214, 80.2064285 12.9705385, 80.2075824 12.9704029)"
174,,residential,,,,,,,way/27320104,261.08,"LINESTRING (80.2032669 12.9704854, 80.2039844 12.9703757, 80.2049809 12.9702515, 80.2056521 12.9701756)"
175,3rd main road,residential,,,,,,,way/27320105,195.35,"LINESTRING (80.2090209 12.9656537, 80.2086205 12.9657171, 80.2076685 12.9659147, 80.207257 12.9660057)"
176,,residential,,,,,,,way/27320106,186.9,"LINESTRING (80.2090085 12.9662371, 80.2073155 12.9665491)"
177,Sivaraman Street,residential,,,,,,,way/27320107,387.16,"LINESTRING (80.2090576 12.9668061, 80.2073617 12.9671366, 80.2060825 12.9673537, 80.2058313 12.9674021, 80.2055516 12.9674561)"
178,,residential,,,,,,,way/27320108,183.76,"LINESTRING (80.2091232 12.9673622, 80.2074539 12.9676431)"
179,Gangai Street,residential,,,,,,,way/27320109,196.96,"LINESTRING (80.2091333 12.9680616, 80.2075618 12.9682632, 80.2073358 12.9683075)"
180,Cauvery Street,residential,,,,,,,way/27320110,194.13,"LINESTRING (80.2091876 12.9687276, 80.2074164 12.9689764)"
181,Vaigai Street,residential,,,,,,,way/27320111,189.73,"LINESTRING (80.2092136 12.9692799, 80.2074802 12.9695059)"
182,,residential,,,,,,,way/27320113,126.58,"LINESTRING (80.2087742 12.9705344, 80.2076141 12.9706553)"
183,,residential,,,,,,,way/27320114,290.48,"LINESTRING (80.2050112 12.9712345, 80.205828 12.9711377, 80.2058615 12.9710998, 80.2059094 12.9710659, 80.2064797 12.9709692, 80.2076402 12.970863)"
184,1st Street,residential,,,,,,,way/27320115,214.52,"LINESTRING (80.2054739 12.9686985, 80.2054976 12.9690176, 80.205556 12.9693907, 80.2056027 12.9697921, 80.2056521 12.9701756, 80.2057224 12.9706214)"
185,28th Street,residential,,,,,,,way/27320116,454.68,"LINESTRING (80.1954333 12.9873565, 80.194536 12.987578, 80.1929731 12.9879587, 80.1913528 12.9882909)"
186,2nd Main Road,residential,,,,,,,way/27320117,309.05,"LINESTRING (80.1932504 12.9834953, 80.1934433 12.9841309, 80.1934717 12.9842397, 80.1936285 12.9847212, 80.1936985 12.9849502, 80.1938098 12.9854081, 80.1938483 12.9855964, 80.1939754 12.9860157, 80.1940149 12.9861847)"
187,,residential,,,,,,,way/27320118,223.04,"LINESTRING (80.1987415 12.986254, 80.1988461 12.9868234, 80.1990205 12.9877555, 80.1991289 12.9882337)"
188,,residential,,,asphalt,,,,way/27320119,299.7,"LINESTRING (80.2164206 12.9736468, 80.2136613 12.9737726)"
189,Main Road,residential,,,,,,,way/27320131,141.26,"LINESTRING (80.21784 12.9844609, 80.2171231 12.9844131, 80.2167196 12.9843949, 80.2165411 12.9843757)"
190,1st Cross Street,residential,,,,,,,way/27320133,200.51,"LINESTRING (80.2165533 12.9830393, 80.2165878 12.9826623, 80.2166103 12.982295, 80.2166544 12.9819307, 80.2166614 12.9819082, 80.2166778 12.9818925, 80.2167056 12.9818847, 80.2167419 12.9818853, 80.2173386 12.9819536)"
191,,residential,,,,,,,way/27320135,381.81,"LINESTRING (80.2210148 12.9810784, 80.2206807 12.9811104, 80.2206398 12.9811248, 80.2206147 12.9811475, 80.2205928 12.9811744, 80.2205841 12.9812084, 80.2205372 12.9816619, 80.2205287 12.9817112, 80.220513 12.9817429, 80.2204835 12.9817573, 80.2204514 12.9817586, 80.2203738 12.9817578, 80.2199103 12.9817464, 80.2195492 12.9816668, 80.2192985 12.9816333, 80.218709 12.9815596, 80.2185799 12.9815404, 80.2180551 12.9814744)"
192,,residential,,,,,,,way/27320137,122.82,"LINESTRING (80.2157799 12.9815059, 80.2147704 12.9814475, 80.2147302 12.9814423, 80.2146806 12.9814358, 80.2146553 12.9814196)"
193,Main Road,residential,,,,,,,way/27320139,303.34,"LINESTRING (80.2165411 12.9843757, 80.2158762 12.9844377, 80.2145014 12.9843623, 80.2137503 12.9843541)"
194,5th Main Road,residential,,,,,,,way/27320141,329.67,"LINESTRING (80.2166119 12.9833932, 80.2150025 12.9833195, 80.2146252 12.9833112, 80.2135758 12.9832734)"
195,4th Main Road,residential,,,,,,,way/27320142,327.99,"LINESTRING (80.2135611 12.9836701, 80.2144203 12.9836872, 80.214737 12.9836906, 80.2151919 12.9837098, 80.2159977 12.9837437, 80.2165805 12.9837954)"
196,,residential,,,,,,,way/27320146,37.56,"LINESTRING (80.2168711 12.9795877, 80.2168888 12.9799268)"
197,,residential,,,,,,,way/27320147,192.08,"LINESTRING (80.2143845 12.9791439, 80.2161475 12.9793026)"
198,,residential,,,,,,,way/27320148,201.08,"LINESTRING (80.2143406 12.9765472, 80.2143194 12.9769513, 80.214315 12.9770889, 80.2143049 12.9773199, 80.2142734 12.9777082, 80.2142511 12.9779777, 80.2142266 12.978333, 80.2142263 12.9783461, 80.2142331 12.9783595)"
199,,residential,,,,,,,way/27320149,208.36,"LINESTRING (80.2162531 12.976495, 80.2153619 12.9764425, 80.2152203 12.9764706, 80.2143406 12.9765472)"
200,,residential,,,asphalt,,,,way/27320151,138.31,"LINESTRING (80.2155765 12.9774084, 80.2152943 12.9773901, 80.2143049 12.9773199)"
201,,residential,,,,,,,way/27320153,157.28,"LINESTRING (80.2151155 12.9742645, 80.2151598 12.9746784, 80.2151671 12.9748185, 80.21515 12.975157, 80.2151578 12.9752233, 80.2151757 12.9753747, 80.2151733 12.9756818)"
202,,residential,,,asphalt,,,,way/27320155,137.38,"LINESTRING (80.2164319 12.9747602, 80.2151671 12.9748185)"
203,Sri Devi Karumari Amman Nagar Avenue,residential,,,,,,,way/27320160,168.96,"LINESTRING (80.216449 12.9752769, 80.2164146 12.9754165, 80.2163132 12.9756844, 80.2163163 12.9757796, 80.2163033 12.9760836, 80.2162909 12.9761855, 80.2162531 12.976495, 80.2162395 12.9766061, 80.216251 12.9767233, 80.2162269 12.9767723)"
204,,residential,,,,,,,way/27320161,97.41,"LINESTRING (80.2186029 12.9795109, 80.2183307 12.979481, 80.2180767 12.9794639, 80.2177081 12.9794415)"
205,Ram Nagar Main Road,residential,,,,,,,way/27320162,462.34,"LINESTRING (80.2161626 12.9711221, 80.216274 12.9715826, 80.2163499 12.9721079, 80.2163977 12.9725623, 80.2164019 12.9726539, 80.2164186 12.9730212, 80.2164253 12.9731675, 80.216417 12.9735621, 80.2164206 12.9736468, 80.2164666 12.9742305, 80.2164319 12.9747602, 80.216449 12.9752769)"
206,Vijayanagar 2nd Main Road,residential,,,asphalt,,,,way/27320164,138.57,"LINESTRING (80.216449 12.9752769, 80.2151757 12.9753747)"
207,Vijayanagar 1st Main Road,residential,,,,,,,way/27320166,370.23,"LINESTRING (80.2171068 12.9757663, 80.2184046 12.9758552, 80.2186878 12.9758716, 80.2189812 12.9758898, 80.219042 12.9759093, 80.2194643 12.9758451, 80.2201188 12.9755981, 80.2202 12.9756064, 80.2202557 12.9756216, 80.2203207 12.9756393, 80.2203991 12.9756813, 80.2204375 12.9757042)"
208,,residential,,,,,,,way/27320167,62.44,"LINESTRING (80.2186582 12.9764353, 80.2186666 12.9762701, 80.2186878 12.9758716)"
209,,residential,,,,,,,way/27320171,298.22,"LINESTRING (80.2136303 12.9724665, 80.2148331 12.972383, 80.2150113 12.9723609, 80.2163499 12.9721079)"
210,,residential,,,,,,,way/27320189,132.3,"LINESTRING (80.2150784 12.9718177, 80.216274 12.9715826)"
211,,residential,,,asphalt,,,,way/27320193,414.58,"LINESTRING (80.2148218 12.9703394, 80.2148143 12.9703536, 80.2148357 12.9704883, 80.2149071 12.9709047, 80.2161213 12.9706674, 80.2168147 12.970532, 80.2180807 12.9702883)"
212,6th Main Road,residential,2,,asphalt,no,,,way/27320194,292.56,"LINESTRING (80.213524 12.971629, 80.2148814 12.9714234, 80.2150899 12.9713288, 80.2161626 12.9711221)"
213,,residential,,,,,,,way/27320196,83.1,"LINESTRING (80.2170241 12.9714307, 80.216274 12.9715826)"
214,,residential,,,,,,,way/27320197,79.99,"LINESTRING (80.2170731 12.9719676, 80.2163499 12.9721079)"
215,7th Main Road,residential,,,,,,,way/27320198,190.33,"LINESTRING (80.2181664 12.9735563, 80.2172131 12.9735438, 80.2171898 12.9735591, 80.216417 12.9735621)"
216,,residential,,,,,,,way/27320311,90.49,"LINESTRING (80.2083647 12.985382, 80.2083455 12.9858, 80.2083328 12.9861993)"
217,,residential,,,,,,,way/27320312,268.28,"LINESTRING (80.2099615 12.9866446, 80.2090648 12.9866965, 80.2085807 12.9866996, 80.2074908 12.9866637)"
218,,residential,,,,,,,way/27320351,178.91,"LINESTRING (80.2032564 12.9841463, 80.2037144 12.9840943, 80.2048945 12.9839602)"
219,Income Tax Main Road,residential,,,,,,,way/27320353,405.27,"LINESTRING (80.2029673 12.9817913, 80.2030373 12.9824181, 80.2030787 12.98287, 80.2031527 12.9832779, 80.2031816 12.9836471, 80.2032564 12.9841463, 80.2033174 12.9847002, 80.2033977 12.9854287)"
220,,residential,,,,,,,way/27320357,165.21,"LINESTRING (80.2029673 12.9817913, 80.2025132 12.9818641, 80.2022465 12.9819069, 80.2021996 12.9818879, 80.202154 12.9818396, 80.2020822 12.98136, 80.2020827 12.9811832)"
